meshblock_id,deprivation_index,deprivation_scores
711019,3,921
711020,2,908
711021,2,910
711022,4,935
711024,4,935
711025,3,930
711026,1,887
711027,2,912
711028,2,901
711029,2,909
711030,2,910
711031,1,893
711032,3,921
711033,2,908
711034,1,873
711035,1,891
711114,3,928
711117,4,936
711122,2,913
711129,2,912
711131,5,962
711133,3,930
711137,1,887
711138,2,902
711141,3,928
711144,1,878
711145,1,878
711147,2,899
711148,3,924
711149,5,968
711151,4,937
711152,1,881
711153,3,920
711154,2,912
711155,3,932
711156,3,920
711157,2,912
711158,2,912
711159,3,918
711160,2,909
711161,2,907
711162,1,891
711163,3,928
711164,3,920
711165,3,930
711166,2,903
711167,2,903
711168,2,916
711169,2,916
711170,1,893
711171,1,893
711172,2,909
711173,4,941
711174,4,949
711175,2,905
711176,3,933
711177,5,962
711178,4,943
711179,5,968
711180,4,943
711181,4,943
711182,4,949
711183,3,924
711184,3,924
711185,4,949
711186,3,928
711187,3,930
711188,1,897
711189,1,897
711190,1,897
711191,2,899
711192,2,911
711193,2,911
711194,2,911
711195,2,904
711196,2,904
711197,3,918
711402,5,955
711403,4,942
711404,5,968
711405,5,968
711406,4,946
711408,5,971
711410,6,984
711411,4,942
711412,5,969
711413,4,952
711414,6,984
711500,5,968
711600,5,968
711702,2,914
711703,3,926
711704,3,926
711705,2,910
711706,2,914
711715,6,987
711716,8,1057
711717,6,974
711718,8,1057
711719,8,1038
711720,8,1038
711721,6,974
711722,6,974
711723,4,952
711724,4,952
711725,4,951
711727,5,959
711728,3,925
711729,4,938
711730,3,920
711731,4,948
711732,3,925
711733,6,988
711734,6,988
711735,6,987
711736,4,948
711737,6,978
711738,4,948
711739,4,946
711740,3,932
711741,4,951
711742,3,925
711743,,
711801,5,968
711804,3,924
711805,4,951
711806,4,939
711807,5,955
711808,3,926
711809,5,968
711810,4,950
711811,5,968
711812,6,984
711813,4,950
711814,5,959
711815,6,977
711816,4,949
711817,2,910
711818,4,937
711819,4,950
711904,3,919
711905,4,951
711906,2,901
711907,2,901
711908,2,907
711909,3,925
711910,3,917
711911,5,967
711912,5,968
712001,3,929
712002,2,917
712005,2,916
712006,3,917
712007,3,919
712008,5,963
712009,3,918
712010,2,911
712011,1,896
712012,4,936
712013,3,924
712014,3,927
712015,1,890
712016,2,909
712017,2,905
712019,2,907
712020,2,912
712021,2,917
712022,3,921
712025,3,931
712026,2,904
712027,2,898
712028,1,876
712029,3,920
712030,3,920
712031,1,886
712032,3,932
712033,3,922
712034,2,910
712035,2,910
712036,1,892
712037,2,916
712038,3,924
712039,3,924
712101,3,930
712102,2,903
712104,3,921
712105,2,902
712106,2,899
712107,2,906
712108,3,932
712110,2,913
712111,1,889
712112,3,933
712113,1,895
712114,4,935
712118,3,920
712119,1,892
712120,1,889
712121,5,961
712122,6,982
712123,5,955
712124,1,886
712125,5,955
712126,1,879
712127,2,902
712128,3,920
712129,1,892
712130,1,862
712131,1,881
712132,1,897
712133,1,881
712134,3,930
712135,3,934
712136,3,921
712201,1,889
712203,6,996
712205,3,927
712206,4,949
712207,2,908
712208,2,908
712209,1,891
712210,1,891
712211,2,908
712212,2,911
712213,2,911
712214,3,924
712215,1,894
712216,2,902
712217,2,902
712218,5,955
712219,1,895
712220,3,928
712221,1,894
712222,1,894
712223,3,928
712224,1,893
712225,3,928
712226,3,922
712227,2,900
712228,2,912
712229,3,928
712230,1,893
712231,3,927
712232,4,944
712302,8,1052
712303,10,1201
712304,8,1052
712401,4,946
712402,4,948
712403,3,927
712404,2,899
712405,2,910
712500,3,933
712600,2,907
712701,6,987
712702,1,870
712801,10,1279
712803,8,1031
712804,8,1038
712805,10,1206
712806,9,1133
712807,10,1168
712808,9,1101
712809,9,1087
712902,10,1226
712903,10,1259
712904,10,1306
712905,10,1283
713003,9,1081
713005,9,1115
713006,8,1037
713007,10,1227
713009,5,960
713010,5,959
713011,5,973
713012,3,919
713013,8,1064
713014,6,994
713015,5,959
713016,8,1052
713017,10,1213
713018,10,1213
713019,10,1180
713100,3,933
713201,4,942
713202,8,1032
713203,4,949
713204,4,949
713205,6,975
713206,8,1031
713207,7,1028
713208,7,1013
713209,7,1030
713210,8,1035
713211,7,1009
713300,7,1003
713400,6,987
713501,7,1003
713502,1,894
713600,10,1220
713700,10,1297
713800,10,1279
713900,10,1279
714000,10,1220
714100,10,1254
714200,10,1259
714300,10,1299
714400,10,1350
714500,10,1225
714600,10,1216
714700,10,1141
714802,10,1146
714803,10,1163
714804,10,1163
714805,10,1155
714806,10,1331
714900,10,1206
715000,10,1251
715100,10,1231
715200,10,1231
715300,10,1213
715400,10,1144
715504,9,1084
715505,9,1088
715506,9,1095
715507,8,1051
715509,10,1155
715510,10,1262
715511,9,1086
715512,9,1086
715513,9,1110
715514,10,1211
715605,9,1103
715606,8,1058
715607,9,1092
715608,10,1160
715609,9,1098
715610,9,1124
715611,10,1171
715612,10,1164
715613,10,1282
715614,7,1008
715615,9,1110
715616,10,1240
715617,9,1089
715618,7,1028
715619,9,1110
715620,7,1028
715701,9,1095
715703,10,1199
715704,10,1211
715801,9,1093
715802,9,1115
715803,8,1063
715804,7,1007
715805,5,957
715904,7,1018
715906,8,1049
715907,6,986
715909,3,934
715910,8,1053
715911,10,1192
715912,7,1006
715913,6,981
715914,7,1006
715915,6,981
715916,5,957
715917,3,934
716007,6,986
716008,8,1053
716009,9,1124
716010,9,1124
716011,4,940
716012,4,940
716013,7,1008
716014,7,1008
716015,4,940
716016,7,1004
716017,2,915
716018,2,915
716019,3,927
716020,3,927
716101,7,1004
716102,7,1004
716103,7,1002
716104,7,1002
716105,3,927
716106,3,927
716202,6,983
716203,6,979
716204,9,1082
716205,9,1082
716206,9,1082
716300,4,941
716401,3,928
716402,2,903
716500,2,903
716601,3,920
716602,2,900
716603,2,900
716604,3,920
716605,1,870
716700,2,907
716800,1,870
716900,5,969
717100,2,900
717201,6,987
717202,1,870
717300,1,882
717400,1,897
717501,1,896
717502,1,896
717503,1,882
717504,1,884
717505,1,863
717506,2,900
717600,1,897
717701,1,891
717704,2,909
717705,1,891
717706,1,892
717707,4,944
717708,1,892
717802,1,897
717803,1,892
717804,2,911
717805,1,885
717902,1,893
717903,1,895
717905,3,927
717906,1,896
717907,1,896
718003,3,921
718004,1,866
718005,3,922
718006,2,907
718007,1,891
718008,1,893
718100,1,866
718201,2,909
718202,1,894
718203,1,865
718300,2,909
718401,2,914
718402,1,877
718501,4,937
718502,4,937
718503,3,927
718504,2,899
718505,3,919
718506,3,919
718507,1,860
718508,1,860
718509,1,860
718510,1,860
718511,2,908
718601,4,937
718602,3,927
718603,3,927
718604,2,899
718605,6,979
718606,2,899
718607,3,919
718608,3,919
718700,1,896
718800,2,908
718900,3,917
719101,4,937
719102,4,937
719103,4,937
719104,3,921
719105,6,979
719106,6,979
719201,4,935
719203,3,931
719204,3,931
719205,3,921
719301,3,932
719302,1,883
719303,1,894
719304,4,938
719400,1,864
719500,2,914
719600,2,911
719701,1,887
719702,1,887
719703,1,882
719801,4,943
719802,3,923
719901,5,957
719902,1,882
719903,1,885
719904,3,923
719905,1,891
720000,2,903
720100,2,914
720200,3,923
720300,2,914
720401,5,956
720402,3,926
720600,2,912
720700,7,1003
720800,5,956
720900,1,896
721000,3,932
721100,6,977
721200,5,961
721300,2,898
721400,4,939
721500,3,919
721600,5,968
721700,5,968
721800,6,997
721900,9,1108
722000,9,1076
722100,5,972
722201,4,952
722202,5,972
722203,4,952
722204,9,1118
722301,9,1118
722302,9,1076
722400,9,1104
722501,4,945
722502,6,997
722600,4,945
722700,7,1006
722800,4,950
722900,4,950
723000,5,967
723100,6,986
723201,9,1117
723202,8,1039
723203,9,1117
723300,8,1068
723400,6,997
723500,6,986
723600,4,950
723701,7,1001
723702,5,964
723800,6,990
723900,6,992
724000,6,990
724101,6,992
724102,9,1088
724200,9,1088
724300,7,1000
724401,8,1049
724402,9,1137
724500,9,1137
724600,10,1154
724700,9,1091
724800,7,1007
724900,10,1151
725000,5,968
725100,5,963
725200,5,963
725300,7,1007
725400,7,1011
725500,8,1067
725601,10,1141
725602,10,1309
725700,10,1309
725800,8,1044
725900,10,1164
726000,10,1145
726101,,
726300,9,1132
726400,10,1145
726500,8,1066
726800,8,1066
726900,10,1189
727000,8,1066
727100,8,1066
727200,8,1066
727400,9,1087
727500,8,1064
727600,8,1066
727700,8,1061
727800,8,1066
727901,8,1061
727902,10,1271
727903,10,1205
728001,9,1079
728002,9,1128
728101,10,1205
728102,9,1101
728200,8,1069
728300,7,1028
728400,7,1021
728500,7,1021
728605,7,1021
728606,10,1194
728607,10,1400
728608,10,1166
728609,8,1061
728610,7,1022
728611,9,1121
728612,10,1151
728613,8,1070
728614,10,1232
728615,5,968
728616,4,948
728617,6,998
728618,2,908
728619,5,970
728620,9,1124
728621,9,1104
728622,8,1048
728623,8,1048
728624,9,1104
728625,7,1003
728626,7,1003
728627,9,1104
728700,10,1219
728801,8,1051
728802,9,1088
728803,8,1051
728804,10,1161
728805,8,1066
728806,9,1097
728807,9,1097
728808,9,1132
728809,9,1132
728810,5,963
728811,8,1066
728812,9,1132
728900,9,1126
729000,10,1148
729100,9,1098
729200,9,1106
729300,9,1090
729400,10,1160
729500,9,1098
729600,9,1097
729800,10,1181
729901,10,1177
729902,10,1194
729903,9,1129
730001,8,1052
730002,10,1213
730100,10,1153
730200,9,1102
730301,10,1153
730302,8,1046
730303,10,1263
730401,8,1046
730402,8,1046
730403,9,1102
730500,10,1263
730601,10,1263
730602,10,1160
730701,9,1091
730702,9,1092
730704,10,1144
730706,9,1136
730707,7,1020
730708,9,1109
730709,8,1072
730710,9,1140
730711,9,1140
730712,9,1136
730713,9,1088
730714,7,1003
730715,9,1128
730716,7,1003
730717,9,1128
730718,9,1085
730719,9,1100
730720,9,1085
730800,10,1246
730900,9,1126
731000,9,1102
731103,10,1234
731104,10,1179
731105,10,1255
731106,10,1282
731200,10,1155
731300,8,1064
731400,10,1151
731500,9,1128
731600,10,1212
731700,9,1115
731800,10,1148
731900,9,1124
732001,10,1151
732002,10,1148
732100,9,1119
732200,10,1250
732300,10,1168
732400,10,1175
732500,10,1183
732601,10,1197
732602,10,1200
732603,10,1169
732700,9,1100
732801,10,1188
732802,10,1213
732901,10,1190
732902,9,1075
732903,9,1115
733000,10,1215
733100,10,1228
733201,10,1213
733202,10,1304
733300,10,1182
733400,10,1153
733501,10,1236
733502,10,1290
733600,10,1156
733700,10,1216
733800,10,1266
733900,10,1260
734005,10,1368
734006,10,1246
734007,10,1204
734008,10,1368
734009,9,1094
734010,10,1255
734101,10,1216
734102,9,1075
734201,10,1242
734202,9,1124
734300,10,1169
734400,10,1187
734501,10,1228
734502,10,1197
734601,9,1115
734602,10,1264
734603,10,1320
734701,9,1115
734702,10,1373
734703,10,1240
734800,9,1112
734901,9,1084
734902,9,1113
735000,9,1113
735100,10,1187
735200,9,1111
735300,9,1074
735400,10,1156
735500,10,1240
735600,9,1082
735700,9,1082
735800,9,1138
735900,10,1180
736000,8,1054
736101,10,1210
736102,10,1210
736200,10,1150
736300,9,1079
736400,8,1071
736501,10,1165
736502,10,1238
736601,10,1238
736602,10,1164
736701,10,1164
736702,10,1285
736800,9,1081
736900,9,1081
737000,10,1171
737102,10,1260
737103,10,1254
737104,10,1149
737105,10,1149
737106,10,1164
737200,10,1254
737301,10,1354
737302,10,1252
737400,10,1358
737500,10,1256
737600,9,1135
737700,10,1298
737801,10,1190
737802,10,1358
737901,10,1314
737902,10,1303
738000,10,1303
738101,10,1198
738102,10,1252
738200,10,1198
738300,10,1332
738401,10,1246
738402,10,1208
738500,10,1301
738600,9,1131
738700,9,1091
738800,10,1212
738901,10,1212
738902,10,1208
739000,10,1264
739100,10,1230
739200,10,1243
739300,10,1339
739400,10,1157
739500,10,1339
739600,10,1215
739700,9,1132
739801,10,1226
739802,10,1145
739901,10,1223
739902,9,1110
740000,9,1108
740100,10,1166
740200,9,1117
740300,9,1106
740400,10,1152
740500,9,1132
740600,10,1144
740700,9,1115
740800,10,1242
740901,9,1101
740902,10,1180
740903,10,1230
741001,10,1185
741002,10,1242
741003,10,1304
741101,10,1304
741102,10,1230
741201,10,1185
741202,10,1209
741301,10,1334
741302,10,1261
741401,10,1200
741402,10,1200
741403,10,1141
741500,9,1132
741601,10,1141
741602,9,1084
741700,9,1076
741800,9,1076
741900,9,1084
742000,9,1091
742101,10,1181
742102,10,1188
742201,10,1221
742202,10,1206
742300,10,1186
742400,9,1138
742500,9,1082
742600,9,1088
742700,10,1155
742800,9,1139
742900,9,1132
743000,10,1196
743100,10,1230
743200,10,1146
743300,9,1089
743400,9,1106
743500,9,1131
743600,9,1139
743700,10,1213
743800,10,1328
743900,10,1222
744000,10,1309
744100,10,1213
744200,10,1253
744300,10,1166
744400,10,1166
744500,9,1085
744600,8,1045
744700,8,1055
744800,8,1062
744900,8,1061
745000,8,1070
745100,9,1126
745200,8,1058
745300,9,1092
745400,9,1077
745500,8,1061
745600,9,1117
745700,9,1077
745800,9,1137
745900,9,1096
746000,9,1084
746100,7,1018
746200,8,1071
746301,9,1105
746308,8,1039
746309,9,1086
746310,9,1084
746311,8,1042
746312,8,1031
746313,8,1048
746314,9,1090
746315,9,1089
746316,8,1041
746317,9,1095
746318,9,1089
746319,10,1147
746320,8,1055
746321,7,1029
746322,7,1029
746500,8,1035
746601,7,1030
746602,7,1030
746700,7,1024
746800,8,1064
746900,8,1052
747000,9,1087
747100,8,1046
747200,7,1012
747300,8,1065
747401,10,1182
747402,8,1047
747500,7,1026
747601,8,1047
747602,8,1047
747700,8,1049
747801,9,1087
747802,8,1047
747803,9,1087
747804,9,1087
747900,9,1100
748000,9,1110
748100,8,1040
748200,8,1040
748301,8,1058
748302,8,1065
748400,7,1018
748500,8,1065
748600,8,1072
748700,10,1151
748800,10,1182
748900,9,1138
749001,10,1182
749002,9,1124
749100,9,1094
749200,9,1094
749800,10,1183
750000,10,1340
750200,10,1236
750300,9,1126
750400,9,1132
750500,9,1100
750600,9,1076
750700,9,1087
750800,8,1047
750900,9,1089
751000,8,1066
751100,9,1088
751200,9,1140
751300,9,1108
751400,10,1171
751500,9,1130
751800,10,1171
751900,9,1104
752000,10,1167
752100,10,1189
752201,9,1136
752202,10,1151
752300,9,1123
752400,9,1136
752500,9,1123
752601,9,1136
752602,9,1092
752700,10,1142
752801,10,1189
752802,10,1179
752900,7,1022
753000,7,1021
753100,9,1115
753201,9,1097
753202,10,1223
753302,9,1102
753303,9,1129
753304,7,1022
753401,9,1102
753402,9,1097
753500,9,1129
753600,10,1186
753700,10,1255
753800,10,1224
753900,10,1249
754000,10,1224
754100,10,1224
754200,9,1081
754300,6,976
754400,6,996
754500,6,996
754600,4,945
754700,4,945
754800,6,987
754900,3,933
755000,5,964
755100,2,904
755200,4,943
755300,3,933
755400,4,943
755500,4,947
755600,5,964
755700,8,1053
755800,5,959
755900,8,1042
756000,4,948
756100,8,1037
756200,7,1023
756300,3,921
756400,2,916
756500,3,921
756600,7,1025
756700,5,967
756800,4,941
756901,1,895
756902,5,964
757001,5,973
757002,5,964
757003,4,941
757100,5,968
757200,5,973
757300,5,968
757400,8,1062
757500,8,1047
757601,5,964
757602,5,964
757700,10,1191
757800,10,1206
757900,10,1206
758000,10,1159
758100,10,1179
758200,10,1179
758300,10,1193
758400,10,1161
758500,10,1159
758600,9,1112
758700,10,1204
758800,10,1300
758900,9,1085
759000,9,1127
759100,9,1127
759200,9,1101
759300,9,1101
759400,10,1186
759503,2,912
759504,2,905
759505,2,905
759507,4,943
759508,4,943
759509,3,924
759510,6,979
759511,3,933
759512,3,933
759513,3,933
759514,,
759515,6,979
759516,1,895
759517,2,905
759518,5,955
759519,2,905
759520,7,1008
759521,10,1183
759522,7,1008
759523,6,995
759524,6,995
759525,7,1012
759600,6,982
759702,10,1249
759711,10,1202
759712,9,1097
759713,10,1249
759715,4,935
759717,10,1185
759719,10,1167
759721,9,1126
759722,9,1126
759723,10,1242
759724,10,1232
759725,10,1233
759727,5,962
759728,8,1058
759729,7,1015
759730,10,1203
759731,7,1025
759732,7,1025
759733,5,968
759734,10,1431
759735,10,1159
759736,6,980
759737,10,1431
759738,10,1347
759739,10,1344
759740,6,987
759741,3,922
759742,3,922
759743,10,1232
759744,6,987
759745,10,1213
759800,7,1000
759901,5,963
759902,6,992
759903,2,907
760000,7,1003
760113,10,1318
760114,4,953
760117,2,914
760119,1,885
760120,7,1002
760121,4,950
760122,4,940
760123,5,969
760124,3,919
760125,6,977
760126,2,914
760127,2,914
760128,4,950
760129,3,921
760130,1,885
760131,1,894
760132,4,936
760133,1,894
760134,2,907
760135,6,982
760136,3,930
760137,2,908
760138,4,939
760139,2,906
760140,6,980
760141,5,957
760143,3,927
760144,2,914
760145,4,936
760146,4,936
760147,6,994
760148,4,937
760149,4,946
760150,8,1056
760151,5,974
760152,4,946
760300,2,899
760400,1,894
760500,2,899
760600,1,869
760701,4,940
760702,1,869
760703,1,893
760705,1,885
760706,1,889
760707,3,933
760708,2,908
760803,3,923
760804,5,964
760805,5,971
760806,2,905
760807,1,887
760808,2,900
760809,1,876
760810,3,919
760811,1,876
760812,2,899
760902,5,969
760903,1,869
760904,5,969
761000,3,921
761100,3,921
761200,4,938
761300,4,938
761400,4,938
761500,2,910
761601,3,923
761602,3,923
761603,1,878
761700,4,938
761800,1,878
761900,2,903
762000,4,935
762100,1,869
762200,2,904
762301,6,982
762302,4,936
762400,2,902
762501,2,909
762502,2,903
762600,3,934
762700,3,934
762800,2,902
762900,3,932
763000,1,898
763100,1,898
763201,4,936
763202,3,932
763300,4,936
763400,4,936
763500,1,894
763600,5,958
763700,2,910
763800,5,958
763900,1,881
764000,1,894
764100,2,916
764201,3,927
764300,2,901
764400,2,902
764501,2,902
764502,2,902
764700,2,904
764800,7,1023
764901,7,1023
764902,5,967
765001,5,967
765002,7,1009
765003,7,1009
765004,2,914
765103,8,1051
765104,8,1051
765105,8,1051
765106,8,1051
765107,9,1095
765108,9,1095
765109,9,1095
765110,8,1051
765111,9,1095
765200,9,1095
765300,9,1095
765401,7,1028
765402,5,969
765403,5,957
765404,4,938
765405,4,938
765406,4,938
765407,5,968
765408,2,916
765409,5,968
765500,9,1090
765600,10,1153
765700,10,1142
765800,10,1142
765900,4,938
766000,9,1084
766100,9,1084
766200,2,916
766301,10,1142
766302,9,1133
766303,10,1278
766400,10,1200
766500,10,1211
766600,9,1074
766700,8,1042
766800,10,1173
766901,10,1188
766902,10,1287
766903,9,1076
766904,9,1076
767001,8,1031
767002,10,1180
767003,10,1339
767004,10,1199
767100,9,1074
767201,7,1012
767202,6,991
767203,6,991
767204,8,1051
767301,7,1025
767302,10,1215
767400,8,1058
767501,10,1269
767502,9,1138
767503,10,1269
767600,10,1218
767701,10,1218
767702,10,1236
767703,10,1236
767704,10,1236
767803,4,945
767804,6,988
767805,6,988
767806,2,916
767807,2,916
767808,2,916
767809,4,945
767810,3,926
767811,3,926
767812,,
767813,4,945
767902,1,893
767903,2,901
767907,1,892
767909,1,871
767910,2,914
767911,2,908
767912,3,931
767913,1,872
767914,2,908
767915,1,886
767916,2,901
767917,2,906
767918,2,908
767919,2,912
767920,1,897
767921,2,908
767922,2,908
768001,7,1017
768002,6,993
768003,9,1103
768005,7,1022
768006,6,976
768007,4,951
768008,6,996
768009,9,1103
768010,10,1544
768100,10,1211
768200,10,1282
768300,10,1350
768400,10,1260
768500,9,1083
768601,10,1224
768602,10,1221
768603,10,1146
768700,10,1208
768800,10,1146
768900,8,1041
769008,4,946
769011,2,905
769012,6,977
769014,2,903
769016,1,893
769017,1,887
769018,5,970
769019,4,943
769020,4,943
769021,5,956
769022,8,1054
769023,8,1054
769024,4,938
769025,4,938
769026,2,910
769027,2,915
769028,1,895
769029,2,906
769030,2,906
769032,5,956
769034,1,896
769035,2,899
769036,2,909
769037,2,899
769038,2,910
769039,1,889
769040,,
769041,1,889
769042,2,916
769043,2,916
769044,2,910
769045,4,946
769046,4,950
769047,4,950
769048,3,929
769049,3,934
769050,1,886
769051,2,909
769052,3,934
769053,3,934
769054,3,934
769100,10,1303
769200,10,1158
769300,10,1292
769401,10,1288
769402,10,1264
769403,10,1288
769500,10,1264
769600,10,1235
769700,8,1041
769800,10,1151
769900,9,1082
770000,10,1173
770100,10,1144
770200,9,1117
770300,10,1167
770400,9,1131
770500,10,1167
770600,8,1038
770700,9,1076
770800,9,1076
770900,10,1231
771000,10,1189
771100,9,1089
771200,10,1162
771300,9,1139
771400,10,1151
771500,10,1317
771600,10,1180
771700,10,1156
771800,10,1156
771900,10,1147
772000,9,1092
772100,9,1092
772200,8,1057
772300,9,1123
772400,8,1057
772500,5,974
772601,10,1198
772602,10,1207
772700,10,1172
772802,10,1226
772803,10,1237
772804,10,1207
772805,10,1237
772806,10,1303
772902,10,1206
772903,9,1093
772904,10,1206
772907,10,1205
772908,10,1184
772909,10,1184
773000,10,1181
773100,8,1046
773200,7,1015
773300,7,1022
773400,9,1091
773501,7,1012
773502,8,1065
773600,6,996
773701,8,1048
773702,9,1127
773801,9,1137
773804,8,1059
773807,10,1160
773810,10,1149
773812,10,1164
773813,10,1175
773814,8,1072
773815,9,1078
773816,9,1140
773817,10,1217
773818,10,1238
773819,10,1220
773820,10,1224
773901,6,996
773902,8,1055
774001,9,1133
774002,10,1216
774003,10,1224
774101,9,1110
774102,9,1089
774103,9,1089
774104,9,1089
774105,7,1004
774201,10,1217
774202,10,1206
774204,10,1142
774205,9,1127
774207,10,1185
774208,9,1098
774209,10,1148
774210,9,1127
774211,10,1143
774212,10,1143
774213,10,1148
774214,10,1392
774215,10,1142
774216,10,1162
774301,9,1125
774303,10,1337
774304,8,1059
774305,9,1136
774306,5,964
774402,10,1253
774403,9,1131
774404,10,1264
774405,10,1143
774406,9,1115
774408,10,1178
774409,10,1146
774410,10,1215
774411,10,1172
774412,10,1146
774419,10,1198
774420,10,1203
774422,9,1113
774423,10,1220
774424,10,1156
774429,10,1301
774430,10,1254
774431,9,1131
774432,10,1253
774433,10,1167
774434,10,1180
774435,8,1038
774436,9,1130
774437,9,1122
774438,10,1215
774439,8,1072
774440,9,1124
774441,9,1086
774442,10,1267
774443,10,1173
774444,10,1186
774445,10,1400
774446,10,1358
774447,10,1288
774448,10,1340
774449,10,1386
774450,10,1222
774451,10,1336
774502,10,1320
774503,8,1061
774504,10,1223
774505,10,1143
774601,10,1190
774602,9,1134
774701,10,1173
774702,10,1216
774801,10,1267
774802,10,1169
774900,10,1170
775000,10,1170
775100,9,1139
775200,10,1224
775300,10,1178
775400,10,1207
775500,10,1271
775600,10,1163
775700,10,1152
775802,9,1123
775803,10,1254
775804,10,1180
775805,10,1224
775806,10,1152
775808,10,1191
775809,10,1178
775812,10,1156
775813,10,1169
775815,10,1239
775816,10,1291
775817,10,1159
775818,10,1262
775819,10,1143
775820,10,1159
775821,10,1169
775822,10,1168
775823,10,1392
775824,10,1392
775901,10,1209
775902,10,1145
776000,9,1103
776101,10,1215
776102,10,1192
776200,9,1133
776301,10,1145
776302,9,1116
776400,8,1043
776500,8,1040
776600,8,1040
776700,10,1181
776800,9,1116
776900,9,1102
777000,9,1077
777100,10,1158
777201,10,1149
777202,10,1176
777300,10,1148
777401,10,1248
777402,10,1210
777502,9,1131
777503,8,1036
777504,10,1219
777601,9,1105
777602,9,1102
777700,9,1105
777800,10,1149
777900,9,1131
778000,9,1104
778100,9,1124
778200,9,1112
778300,10,1160
778400,10,1180
778500,10,1188
778600,10,1207
778700,8,1057
778800,9,1087
778901,9,1087
778902,10,1202
779000,10,1236
779100,10,1149
779200,10,1267
779300,10,1240
779400,9,1128
779500,9,1127
779600,9,1113
779700,9,1125
779800,7,1023
779900,8,1068
780000,9,1088
780100,9,1088
780202,9,1096
780204,8,1044
780205,8,1035
780209,9,1096
780210,10,1249
780302,9,1096
780303,7,1000
780304,10,1398
780403,9,1139
780404,9,1139
780407,9,1139
780409,10,1270
780410,10,1231
780411,10,1249
780412,8,1056
780413,10,1296
780414,10,1282
780415,10,1312
780416,9,1096
780417,10,1290
780501,6,980
780504,10,1278
780506,10,1290
780507,10,1290
780508,10,1414
780509,10,1399
780510,10,1278
780511,10,1278
780512,7,1001
780513,7,1001
780514,7,1001
780600,9,1140
780700,9,1103
780800,9,1139
780901,9,1107
780902,9,1107
781001,8,1036
781002,7,1027
781003,7,1008
781100,9,1107
781200,4,936
781301,8,1060
781302,9,1096
781400,8,1057
781500,10,1149
781600,10,1168
781700,9,1124
781900,10,1149
782000,10,1187
782100,10,1149
782200,10,1334
782400,10,1168
782500,10,1334
782600,10,1334
782700,10,1168
782800,10,1197
782900,9,1105
783000,9,1121
783101,10,1240
783102,9,1121
783200,9,1121
783300,10,1240
783400,10,1168
783500,9,1104
783600,9,1090
783700,10,1178
783800,10,1168
783900,10,1168
784000,10,1168
784100,10,1346
784200,10,1197
784300,10,1168
784400,10,1149
784500,10,1225
784600,10,1152
784700,10,1152
784801,10,1144
784802,10,1144
784900,10,1144
785000,10,1272
785100,10,1144
785200,10,1141
785300,10,1168
785400,10,1168
785500,10,1141
785600,10,1255
785700,10,1141
785800,10,1166
785900,10,1141
786000,10,1166
786100,9,1090
786200,8,1056
786300,7,1008
786400,7,1008
786500,7,1008
786600,10,1168
786700,10,1159
786801,10,1187
786802,10,1187
786901,10,1232
786902,10,1161
787000,10,1157
787100,10,1179
787200,10,1159
787300,10,1173
787400,9,1140
787500,9,1134
787601,10,1180
787602,10,1432
787603,10,1297
787700,9,1126
787800,10,1223
787900,8,1063
788000,10,1168
788101,9,1108
788102,10,1524
788201,10,1255
788202,10,1165
788203,10,1165
788300,10,1148
788400,9,1112
788500,9,1109
788601,10,1346
788602,8,1063
788700,9,1131
788800,9,1109
788901,10,1245
788902,9,1113
788903,9,1112
789001,9,1113
789002,10,1161
789003,9,1113
789101,6,992
789102,9,1076
789103,9,1095
789104,9,1095
789201,10,1210
789202,10,1210
789301,10,1144
789302,9,1076
789401,10,1154
789402,8,1050
789501,9,1102
789502,9,1102
789600,10,1142
789700,9,1108
789801,9,1079
789802,9,1084
789803,9,1084
789804,5,955
789805,9,1074
789901,8,1046
789902,10,1217
790000,10,1217
790100,9,1135
790200,9,1135
790400,9,1079
790500,9,1079
790601,9,1105
790602,9,1105
790700,9,1083
790800,6,996
790900,6,982
791000,4,950
791101,4,950
791102,5,969
791103,4,950
791201,6,996
791202,8,1038
791203,8,1038
791204,5,969
791205,8,1038
791206,4,950
791207,5,969
791300,10,1227
791400,9,1080
791500,7,1016
791600,9,1080
791700,5,956
791802,9,1129
791803,9,1129
791804,9,1129
791900,9,1129
792000,9,1129
792100,9,1129
792201,8,1041
792202,8,1041
792301,9,1075
792302,8,1041
792402,8,1054
792403,9,1075
792501,8,1054
792502,8,1054
792503,6,998
792504,6,998
792601,9,1090
792602,9,1088
792603,9,1090
792700,10,1221
792800,10,1183
792900,10,1183
793000,10,1183
793100,9,1138
793200,9,1119
793301,9,1119
793302,10,1165
793400,8,1059
793501,9,1078
793502,8,1059
793503,9,1078
793504,9,1078
793601,10,1165
793602,10,1353
793603,10,1353
793604,10,1353
793605,9,1120
793700,9,1078
793800,8,1033
793900,9,1082
794000,9,1107
794100,9,1136
794200,9,1100
794300,5,960
794400,4,946
794500,7,1009
794600,7,1027
794700,9,1128
794800,7,1009
794900,6,977
795001,8,1060
795002,8,1058
795100,8,1060
795200,9,1112
795301,8,1058
795302,7,1012
795400,9,1098
795500,8,1031
795600,8,1060
795700,9,1090
795801,8,1056
795802,8,1035
795900,9,1110
796000,9,1099
796100,9,1099
796200,9,1119
796300,9,1099
796400,10,1349
796500,9,1127
796600,10,1319
796700,10,1282
796800,10,1197
796900,10,1296
797000,6,980
797100,7,1012
